npc_dota_neutral_centaur_khan	models/creeps/neutral_creeps/n_creep_centaur_lrg/n_creep_centaur_lrg.vmdl_c
npc_dota_neutral_centaur_outrunner	models/creeps/neutral_creeps/n_creep_centaur_med/n_creep_centaur_med.vmdl_c
npc_dota_neutral_dark_troll	models/creeps/neutral_creeps/n_creep_troll_dark_a/n_creep_troll_dark_a.vmdl_c
npc_dota_neutral_dark_troll_warlord	models/creeps/neutral_creeps/n_creep_troll_dark_b/n_creep_troll_dark_b.vmdl_c
npc_dota_neutral_default	models/creeps/neutral_creeps/n_creep_misc/n_creep_trio_model.vmdl_c
npc_dota_neutral_elder_jungle_stalker	models/creeps/neutral_creeps/n_creep_gargoyle/n_creep_gargoyle.vmdl_c
npc_dota_neutral_enraged_wildkin	models/creeps/neutral_creeps/n_creep_vulture_a/n_creep_vulture_a.vmdl_c
npc_dota_neutral_fel_beast	models/creeps/neutral_creeps/n_creep_ghost_b/n_creep_ghost_b.vmdl_c
npc_dota_neutral_forest_troll_berserker	models/creeps/neutral_creeps/n_creep_forest_trolls/n_creep_forest_troll_berserker.vmdl_c
npc_dota_neutral_forest_troll_high_priest	models/creeps/neutral_creeps/n_creep_forest_trolls/n_creep_forest_troll_high_priest.vmdl_c
npc_dota_neutral_froglet_mage	models/creeps/neutral_creeps/n_creep_tadpole/n_creep_tadpole_ranged_v2.vmdl_c
npc_dota_neutral_froglet	models/creeps/neutral_creeps/n_creep_tadpole/n_creep_tadpole_v2.vmdl_c
npc_dota_neutral_frostbitten_golem	models/creeps/ice_biome/frostbitten/n_creep_frostbitten_swollen01.vmdl_c
npc_dota_neutral_ghost	models/creeps/neutral_creeps/n_creep_ghost_a/n_creep_ghost_a.vmdl_c
npc_dota_neutral_giant_wolf	models/creeps/neutral_creeps/n_creep_worg_small/n_creep_worg_small.vmdl_c
npc_dota_neutral_gnoll_assassin	models/creeps/neutral_creeps/n_creep_gnoll/n_creep_gnoll.vmdl_c
npc_dota_neutral_granite_golem	models/creeps/neutral_creeps/n_creep_golem_a/neutral_creep_golem_a.vmdl_c
npc_dota_neutral_grown_frog_mage	models/creeps/neutral_creeps/n_creep_froglet/n_creep_froglet_mage.vmdl_c
npc_dota_neutral_grown_frog	models/creeps/neutral_creeps/n_creep_froglet/n_creep_froglet.vmdl_c
npc_dota_neutral_harpy_scout	models/creeps/neutral_creeps/n_creep_harpy_a/n_creep_harpy_a.vmdl_c
npc_dota_neutral_harpy_storm	models/creeps/neutral_creeps/n_creep_harpy_b/n_creep_harpy_b.vmdl_c
npc_dota_neutral_ice_shaman	models/creeps/ice_biome/giant/ice_giant01.vmdl_c
npc_dota_neutral_jungle_stalker	models/creeps/neutral_creeps/n_creep_gargoyle/n_creep_gargoyle.vmdl_c
npc_dota_neutral_kobold	models/creeps/neutral_creeps/n_creep_kobold/kobold_c/n_creep_kobold_c.vmdl_c
npc_dota_neutral_kobold_taskmaster	models/creeps/neutral_creeps/n_creep_kobold/kobold_a/n_creep_kobold_a.vmdl_c
npc_dota_neutral_kobold_tunneler	models/creeps/neutral_creeps/n_creep_kobold/kobold_b/n_creep_kobold_b.vmdl_c
npc_dota_neutral_mud_golem	models/creeps/neutral_creeps/n_creep_golem_b/n_creep_golem_b.vmdl_c
npc_dota_neutral_mud_golem_split_doom	models/heroes/doom/doom.vmdl_c
npc_dota_neutral_mud_golem_split	models/creeps/neutral_creeps/n_creep_golem_b/n_creep_golem_b.vmdl_c
npc_dota_neutral_ogre_magi	models/creeps/neutral_creeps/n_creep_ogre_lrg/n_creep_ogre_lrg.vmdl_c
npc_dota_neutral_ogre_mauler	models/creeps/neutral_creeps/n_creep_ogre_med/n_creep_ogre_med.vmdl_c
npc_dota_neutral_polar_furbolg_champion	models/creeps/neutral_creeps/n_creep_beast/n_creep_beast.vmdl_c
npc_dota_neutral_polar_furbolg_ursa_warrior	models/creeps/neutral_creeps/n_creep_furbolg/n_creep_furbolg_disrupter.vmdl_c
npc_dota_neutral_prowler_acolyte	models/creeps/neutral_creeps/n_creep_satyr_spawn_a/n_creep_satyr_spawn_b.vmdl_c
npc_dota_neutral_prowler_shaman	models/creeps/neutral_creeps/n_creep_satyr_spawn_a/n_creep_satyr_spawn_a.vmdl_c
npc_dota_neutral_rock_golem	models/creeps/neutral_creeps/n_creep_golem_a/neutral_creep_golem_a.vmdl_c
npc_dota_neutral_satyr_hellcaller	models/creeps/neutral_creeps/n_creep_satyr_a/n_creep_satyr_a.vmdl_c
npc_dota_neutral_satyr_soulstealer	models/creeps/neutral_creeps/n_creep_satyr_c/n_creep_satyr_c.vmdl_c
npc_dota_neutral_satyr_trickster	models/creeps/neutral_creeps/n_creep_satyr_b/n_creep_satyr_b.vmdl_c
npc_dota_neutral_small_thunder_lizard	models/creeps/neutral_creeps/n_creep_thunder_lizard/n_creep_thunder_lizard_small.vmdl_c
npc_dota_neutral_tadpole	models/creeps/neutral_creeps/n_creep_tadpole_c/n_creep_tadpole_c.vmdl_c
npc_dota_neutral_warpine_raider	models/creeps/pine_cone/pine_cone.vmdl_c
npc_dota_neutral_wildkin	models/creeps/neutral_creeps/n_creep_vulture_b/n_creep_vulture_b.vmdl_c
npc_dota_roshan	models/creeps/roshan/roshan.vmdl_c
npc_dota_seasonal_ti9_shovel_ghost	models/creeps/neutral_creeps/n_creep_ghost_b/n_creep_ghost_frost.vmdl_c
npc_dota_shmup_dragon	models/creeps/neutral_creeps/n_creep_black_dragon/n_creep_black_dragon.vmdl_c
npc_dota_shmup_harpy	models/creeps/neutral_creeps/n_creep_harpy_a/n_creep_harpy_a.vmdl_c
npc_dota_visage_familiar3	models/creeps/roshan/aegis.vmdl_c
npc_dota_wraith_ghost	models/creeps/neutral_creeps/n_creep_ghost_a/n_creep_ghost_a.vmdl_c
npc_dota_wraith_king_skeleton_warrior	models/creeps/neutral_creeps/n_creep_troll_skeleton/n_creep_skeleton_melee.vmdl_c
npc_dota_observer_wards	models/props_gameplay/observer_ward_bundle.vmdl_c
npc_dota_sentry_wards	models/props_gameplay/sentry_ward_bundle.vmdl_c
npc_dota_courier	models/props_gameplay/donkey.vmdl_c
